 ,,,,,,,,,,,
Date,Message,Liz,Kaew,Maddie,Anouk,Holly,Lucinda,Leah,Stefania,Mika,Comments
11.1.23,"Hi gang, today when I opened the EFTPOS machine's battery had gone flat over night and it looks like the charging dock sometimes doesn't work? 

I think to be safe we should start plugging the machine in to charge overnight, it looks like it doesn't have any issue charging that way :) You can plug the cable back into the dock at the start of the day.",Liz,,,,hg,,,,,"If you unplug it, please remember to plug it in again at the end of the day ... it takes a long time to switch back on again in the morning when the battery goes flat over night ^^; "
09.1.23,Hi! Both TGV and Newtown stores are unable to process the Back to School vouchers but our store can. They will call us to help put them through until it is fixed for them. The link to the guide is below in earlier comments! :) ,Liz,,,,hg,,,,,
,"hello! is someone able to check on monday, if we are getting any new music box designs in anytime soon for Dawn -- 8068 4369 (and let her know pls) ",Liz,,,,hg,,,,,In future you can also let customers know they can sign up to our email newsletter for info like this :D
7.1.23,"hey yall, just a heads up -- we have had a customer exchange a music box twice after breaking it themselves both times. it was a safari music box. just keep an eye out if they come back again with another broken one  ",Liz,,,,hg,,,,,
6.1.23,"Morning Leila! There was a mishap with today's delivery so you're going to be getting a small delivery in the morning. Please check transfers if you need to accept one. 
Have a nice day!! ",Liz,,,,hg,,,,,
5.1.23,"Hi gang, I'm sure you've noticed right now Cin7 is printing double receipts. While it can't be fixed on our side, my tips for dealing with it: 

- Open Cin7 from the bottom task bar or start menu NOT the short cut on the desktop. This will stop the receipts auto printing. Restart the PC if you opened it from the shortcut and want it to stop. 

- When the 2nd print pop-up opens, the quickest way to close it without a printing a another receipt is to press the TAB key, then ENTER

Hopefully it will be fixed soon?? ",Liz,,,,hg,,,,,Looks like this is fixed now :)
02.01.22,"Hi everyone, please be careful when you put the price tag on every items. i've got one customer mad because the price on the item is different with the one in the system saying that it was false advertisement. and also if you guys have some free time please also check the items price make sure it is the right one especially the planter to prevent this situation to happen again. thank you.",Liz,,,,hg,,,,,
20.12.22,"Hi guys, I saw they started doing this at TGV and I think it will be a good idea to start doing it here too!! (At least for this last week before xmas!) 

When you put through a transaction on card, take a pen and circle 'Approved' on the receipt. 

Please take a second to check that it has gone through correctly with the right amount before you click 'card' on the payment screen. 
I know it will add a little time to each transaction, but I think it will be worth it :) 

Thanks guys, lets do our best this week! 💪",Liz,,,,hg,,,,,
15.12.22,"Hi everyone! we are now accepting NSW Back to School voucher  to redeem this voucher you can simply go to the apps ( yellow lightning picture on the pinned bar ) and open Service NSW App. and you should be able to redeem it after entering the code and put in cin7  'BackToSchoolVoucher' and process like you would a normal Gift Voucher. thanks

I made a guide with pictures if you are feeling lost! :) 
https://docs.google.com/document/d/1ZDjE4fWdJKBeMvWa_cmPwjQcZIhn0NkyV8ZWOTKsXHI/edit",Liz,,,,hg,,,,,
14.12.22,"Hey guys, please be careful sticking the sticky tape dispensers to the counter, today the blue tac pulled a plug out of the bottom of one of them and sand went everywhere lol. ",Liz,,,,hg,,,,,
11.12.22,Hello! I just moved the little cat figurines over to the shelf to make more counter space as it was getting a bit cramped when trying to wrap stuff. Feel free to move it back though,Liz,,,,hg,,,,,
27.11.22,"To Holly and Regina,
Hihi! I have a customer Sujai Liang 0404 511 775 came today, she purchased two Gumnut Pals pencil cases on 6th Nov for oversea gifts but they didn't end up going oversea, she would like to exchange or get a credit note, I told her we still can exchange in this case for her. She will come on coming Tuesday or Wednesday for exchange with the products during your shifts. Please exchange as norma exchangel transaction. Thank you!",Liz,,,,hg,,,,,hg - she came today (29/11) and got a credit note. Just leaving the voucher code here for future reference if needed: QGXH74PYFSCC 0404511775
24.11.22,"✨ BLACK FRIDAY SALE ✨
10% off all full priced items store wide. 

Ends EOD Monday 28th. Leila can you please take down the stickers (and note on the computer) when you close :) Thank you! ",Liz,,,,hg,,,,,
14.11.22,Helooo -- Anne  (the lady who we were collecting plastic sleeves for) dropped off a Block of Caramilk choccie for us as a thank you for helping her out. She still needs more if we wanna keep collecting them for her. ENJOY :) its in the staff cupboard,Liz,,,,hg,,,,,
12.11.22,"Hi all -- just wondering if anyone would like to do my Saturday shift on November 26th -- its 9.30 - 4.30pm! Saturday rates ($) if anyone is looking for some extra moniessss. Its all good if not, just figured i'd check! If you want to take it -- just shoot me a message (0414931381) and let me knowwwwwwww :D -- Leila ",Liz,,,,hg,,,,,
11.11.22,"Hi everyone, we've been finding a few odd items with the wrong prices tagged on them. Just a heads up to please be vigilant. Thanks!! ",Liz,,,,hg,,,,,
11.11.22,"With the touch lamp display - please leave the cable a bit of slack / don't stack the boxes on top of it. Sadly our old cable was destroyed from too much tugging, and our current back-up is already pretty frayed (I tied to reinforce it with sticky tape lol) ",Liz,,,,hg,,,,,
8.11.21,"With the xmas tree 🎄, when the store is open please place it next to the glass door. It can be sticking out of the shop/on the tiles a little bit. Try to make sure it's not blocking walkways. When the store is closed it can be scooched back in and left on overnight :) ",Liz,,,,hg,,,,,
8.11.22,Morning Regina! Today Cassie will be coming by to pick up some items for glass display cases in the center. Please make a list of all the items she takes and email it to Lance :) ,Liz,,,,hg,,,,,Done!
6.11.22,Hi! I had a wee bit of extra time today so I made little gift bags from some of the wrapping paper offcuts- they're just underneath the cards on the desk. Thought it might help if it gets busy or if you don't feel like wrapping! Alll various prints and sizes- hope that helps! -Heather :),Liz,,,,hg,,,,,I've put them with the jewellery bags :)
3.11.22,"Where possible, please stick prices on the back or side of products. It looks a bit tacky on the front, and if there is a little bit left over when the sticker is taken off (ie when wrapping gifts) it's not as noticeable on the back. Thanks :) ",Liz,,,,hg,,,,,
28.10.22,"Hey guys, we now have keys for the mirror and glass cabinets! 🎉 We have 6 keys, 2 are in the box with the short story bottles behind the counter and 4 are in the cash drawer under the coins. They're all the same so each key unlocks all the doors :) 

The front door on the right hand side (looking into the store (the one that was wobbly)) also has a new lock and needs a new key to match! The old key still works for the door of the left. Leila, there is a new key under the coins for you :)",Liz,,,,hg,,,,,
27.10.22,"Hi guys! Moss here. I have some shifts coming up in December starting at 2~2:30 and finishing at 8pm on the 3rd, 12th, 13th and 14th. I was wondering if anyone would be willing to swap with me for shifts that don't finish so late? I would much rather start early than finish late :D; Feel free to text me 0411 044 466! Just figured it would be easier to ask here than text everyone lol. If no one can/wants to swap no worries, just thought I would try :) ",Liz,,,,hg,,,,,
24.10.22,"Hiii, can you call the airconditioning people today? I called them today but they never showed up. its a literal sauna in here :/ ",Liz,,,,hg,,,,,"I called them and I think they turned it on from their end. I was actually dying this morning, I think we need a more permanent solution :/ -jess"
23.10.22,"Hi team, please be gentle when you open boxes of the stocks while using a cutter, we got some items got scatches on the surface, just try to not damage the items as customers would not like to purchase and would ask a discount for the damange, just be gentle, thank you :)",Liz,,,,hg,,,,,
22.10.22,"Hi ya'll, just a reminder to make sure we are all filling out the cash sales deposit sheet at the end of the day. Also, don't forget to write Store Name, Date, $ Amount and Names of Staff that Worked that day on the cash bag before putting it iin the safe! ",Liz,,,,hg,,,,,
19.10.22,"Hi Pauline, I just put aside an outer space music box for customer (David) to pick up tomorrow morning around 11 AM. It is not yet paid. Thank you.",Liz,,,,hg,,,,,done! :)
15.10.22,"Hey guys, starting mid next week Sasha of Hellotomato Studio will be coming to paint some fun murals in the shop! :D She will be coming after close and moving items on the shelves to paint on the walls beind them, so please move the stock back when you open :) ",Liz,,,,hg,,,,,
7.10.22,"Morning guys! Some info from evacuation training: 
- Stage 1 alarm will say 'stand by for further instructions' It is recomended to mostly close the shop doors and get ready to evacuate if needed.  
- Stage 2 alarm will say 'Emergency, evacuate now.' At this stage please lock up the store and evacuate via the fire stairs opposite our shop. Then proceed to the evacuation point outside the front entrace of QVB near Town Hall station where the Queen's statue is. Sometimes the alarm will skip stage 1. 

Something to note - the building is old and constructed mostly from timber, so in case of a fire it will get very dangerous fast. It also means that the alarms er on the side of caution and most of the time it won't be a 'real' emergency. But IMO it is better to be safe!! ",Liz,,,,hg,,,,,"terrifying, thanks for the info!  "
6.10.22,"Hi guys, today I accidently overchanged someone $8 on card! :( She bought an Outer Space music box and a la la land card at 6pm. If she returns please refund her the $8 (you can do this by putting $8 into the card machine and then tapping 'other' to put it through as a refund)
Also please tell her I'm very sorry! ",Liz,,,,hg,,,,,
5.10.22,"Hi everyone, from Oct. 7th gift wrapping will now be $2 per wrap 

So say they're purchasing two items - wrapped together would be $2, each wrapped seperatly would be $4.  It can be found in Cin7 under 'Wrap01.' I was thinking it would probally be best to ask the customer if they're okay with a wait if the store is busy and there's only 1 staff. Also I made some little examples - they're on the left of the counter for now :) 
Rosie also linked this great hack for odd shaped items! 
https://www.youtube.com/watch?v=T6DJhB26zKY&ab_channel=MarthaStewart",Liz,,,,hg,,,,,
4.10.22,"ALSO sorry, I did not get through all the stock today, theres not too much left to do. Kaew will complete the transfer when any discrepencies are fixed. I tried to make space for stuff.. theres some room for the kids monbento stuff over >>>> there now, i just spaced out the lunchboxes so there wasnt a gaping hole ",Liz,,,,hg,,,,,
4.10.22,"Hey Moss, Centre management has left a note here about an emergency response and evacuation training. Its on Friday at 9am-10am, on Level 2 of the centre. Ive sent it to Lance but just want to let you know as well since youre working that day.  Theres FREE COFFEE/TEA. :) ",Liz,,,,hg,,,,,
3.10.22,"Hey yall, just in case anyone has this problem again (Moss, I know it happened for you the other day too! Apparently cin7 doesnt always properly round up cash to the nearest 5c for some reason. For example today I am 1c short in cash. :D WHICH IS NOT PHYSICALLY POSSIBLE :D. (Like, I'm bad at math but i'm not bad enough that I singlehandedly revived the 1 cent coin in Australia) I checked with Rosie and apparently this is a pretty common issue with Cin7. No need to worry, just let Nirmani know there was a rounding error in Cin7 in the EOD email. Hope that makes sense! - Leila",Liz,,,,hg,,,,,
3.10.22,Hi! A customer complained about the light flickering and went through all the symptoms of epilepsy with me which was a fun conversation (she didn't have epilepsy but was concerned). Do we have an updates on if/when this will be fixed? Thank you! ,Liz,,,,hg,,,,,"Spoke to lance -- they are set to be fixed on Thursday the 6th of october. Hopefully! :/ otherwise idk what else to do. - Leila

It was really bad today so I turned off the whole section that they're part of :x Hopefully it won't happen again but just in case it does, there is a secret cupboard on the back wall behind the backpacks with a bunch of switches to control the lights - moss"
3.10.22,Hi! Someone left their resume at the counter to check out- I've left it on top of the drawers where all the recipts are! Thank you!,Liz,,,,hg,,,,,
,"Morning Leila!! Sorry I left the garbage! Didn't get a chance to take it down before close. 

Can you also please call Frankie in customer requests and let her know the lunch bag is here (I put one aside in the mirror cupboard) and set up the Ballerina Music Box Demo (also in the mirror cupboard)? 

Thanks and have a good shift!! ",Liz,,,,hg,,,,,all good!!! i called her but she did not pick up! no voicemail unfortunately :(
28.09.22,I have added a desktop shortcut 'Auto Print Google Chrome' which will skip the print confirmation pop-up. If you prefer to have the pop-up open Chrome from the bottom task bar instead of the shortcut. ,Liz,,,,hg,,,,,
26.09.22,"Hiii, please dont forget to put the eftpos terminal on charge overnight!!! ",Liz,,,,hg,,,,,
25.09.22,"Hi, can we put the items on the toppest level of the shelves not too inside please, I still find a bit hard to reach them, thanks team",Liz,,,,hg,,,,,
21.09.22,With the Halcyon Nights - please only put one of each design on display. When there are too many they fall off the pegs when customers touch them. ,Liz,,,,hg,,,,,
20.09.22,There is butchers paper underneath the wrapping paper for back up bubble wrap/people who don't want to use plastic,Liz,,,,hg,,,,,
20.09.22,Also just a reminder to please complete the transfer for the stock delivery and sync cin7 👌,Liz,,,,hg,,,,,
20.09.22,Hey everyone! Just keeping any resumes that we get under the counter on top of the till. Please make sure to pass these on to Vic to send back to WH or Lance if he comes in,Liz,,,,hg,,,,,Ah my B I totally forgot about this! There was one from Pip I scanned with my phone and sent it to Lance as an email. 
19.09.22,Is anyone else finding it overwhelmingly hot in here by the afternoon? just want to check bc it might just be me (a sweaty person) ,Liz,,,,hg,,,,,I haven't had a problem but I'm usually cold ahaha. Might be worth calling Center Management next time it happens and see if they can control the aircon to make it cooler in here for you? - moss
18.09.22,"Hi, do we keep the empty envolop of Halcyon Nights? Is so where do we stock? thanks",Liz,,,,hg,,,,,they're down in the bottom drawer with the spare flowers ! 
17.9.22,There is a sad dino plushie in the cupboard -- i cant get his security tag off AT ALL :( if anyone knows how to fix this please help !,Liz,,,,hg,,,,,"i took it off! so it's all good - yn

Just a tip in case you don't know - when a security tag is stubborn it can help to push the pin in deeper as hard as you can while pressing it against the magnet, then try pull it out - moss"
16.9.22,"Hey guys, I've noticed that a fair number of our smaller items are getting stolen :( (You can see in Stock Discrepancies ... ) Please keep an eye out as much as possible, ",Liz,,,,hg,,,,,
14.9.22,The cupboard with the empty boxes was stuffed full and a bit chaotic so I've just moved them and the planters around a bit. Updated storage map. ,Liz,,,,hg,,,,,
14.9.22,Update on the Wooderful Life display - today the 9 button was having one of its better days (still dodgy tho) so I managed to change 09 and 19. HOWEVER the screen is really faded all of a sudden!! We might have to ask for a new one if this continues ... ,Liz,,,,hg,,,,,
13.09.22,Hello! Had to use the bins to put the plastic bags in sorry! Lance had taken all the rubbish down before I had finished putting out the plushies,Liz,,,,hg,,,,,
12.9.22,"We have a new vacuum! There is a short instruction manual in the 'store info' draw above the safe, please give it a read for info on how it works :) ",Liz,,,,hg,,,,,
12.9.22,"I've moved the bin card to the cupboard with the broom (next to the mirror cupboard) Just a bit easier to see/grab, I think :) ",Liz,,,,hg,,,,,
11.09.22,"Hi team, Afterpay payment is not working yet as Lance said they are still working on it. I have got a customer wanna pay with afterpay but couldn't, so her items are on hold, please contact her when Afterpay is ready. Holding M-L raincoat x 2 and a MT umbrella.",Liz,,,,hg,,,,,
11.09.22,"Hey team, I have replaced a new display of the sea creature projector night light on display, not sure why if you change it to lighter mode (button B), the light spakles.... I am not sure if it is faulty or can someone have a check or fix it? thanks",Liz,,,,hg,,,,,  
10.9.22,"Hey ya'lll, Ive brought some more fake plant stuff for decor if we need them (otherwise they were gonna go in the bin at home ) so feel free to use them, theyre in the bottom right drawer! ",Liz,,,,hg,,,,,
9.9.22,"Hey guys, I've found the shelves closest to the front door get dusty pretty fast. I've added some extra tasks in daily tasks to help keep on top of them!",Liz,,,,hg,,,,,"I've noticed this with the island at the back as well, it gets a weird black dust on it overnight (i think from the fan) - ls"
7.9.22,"When unpacking a delivery, please collect all the plastic packaging waste together and take it down to the bins when the boxes are taken down. If they're thrown into our regular bins they fill up super fast with plastic! Thanks :) ",Liz,,,,hg,,,,,
06.09.22,Hello! Not sure where customer holds are being stored so I've just put one in the mirror cupboard where we store our bags,Liz,,,,hg,,,,,"moss - the mirror cupboard works for now! I was thinking they might also go next to the spare puffers since there is not a lot of spare room in the mirror cupboard.

yn - also updated in storage map, it's a good and big space for customer's holds or requsted items"
4.9.22,"Hi team, it's wonderful to see this QVB shop open and displaying amazingly! love it! 
seems we don't have keys and let the doors of jewllery, sunglasses and secrid shelf open, do we actually have the keys? I feel a bit risky to let them unlock and especially the right shelf door is loose and opened a bit, I found some customers can tell that the door are unlock and try to open...

I have drawn a simply map to go to TGV shop, put it on the top of the till, we can show customers if we want them to go to that shop and hope it's clear and helpful :) 

""seems Shopify has updated a new way to create gift voucher:
go to Product -> Gift cards -> Issue gift card -> then it already automatically generated a code and the rest should be the same and simple""

the '9' button in music box display machine isn't working, I tried to press harder already but still doesn't work...

does anyone know where is the closest bathroom?

I know the vaccum is near the mirror but can't find it... can someone let me know where or how to open any hidden door, thanks",Liz,,,,hg,,,,,"moss - Hi!! This note was added at the bottom so some staff missed it, please add new notes to the top in future! I moved it up for you :)

re jewellery doors - a lock smith needs to come in and change the locks since they were from the old store and we didn't get a key for them! Nice thinking with the sign to whoever added that! 

re map - Nice thank you!! 

re music box button - dang!! It was doing that before but 'fixed' itself, that's so annoying its not working again! :( 

re vaccum - it's stored in the unpainted wood panel right next to the mirror. It's on a spring so you have to push it to get it to open!

hg - re: bathroom there's one down stairs just past the 'goods lift' where we go to take the rubbish"
3.9.22,"There are some instructions linked in references for the speakers and I recommend giving it a read, thankfully it's not too complex! ",Liz,,,,hg,,,,,
24.08.22,"Cin7 Staff Number: 52

EFTPOS Password: 112233 ",Liz,,,,hg,,,,,
